,Tweet,Emotion
1629,"Când aveţi câte o greutate sau un necaz , nu vă mai frământaţi până vi se sparge un vas de sânge la cap , sau vă îmbolnăviţi de stres şi luaţi tone de pastile . Spuneti asa … -  ",Tristete
1630,TRAGEDIE ! Un MOLDOVEAN care lucra în Israel s- a ÎNECAT în Marea Mediterană ( FOTO ) -,Tristete
1631,bag pula frt nu ne a lasat sa prezentam abia saptamana viitoare si am fost si SINGURA grupa care a prezentat nici macar nu aveam prezentarea gata si tremuram ca proasta imi vine sa plang voua cum va e ziua 😐,Tristete
1632,"Mărturia cutremurătoare a unui supraviețuitor al atacului terorist din Germania : „ Frate , nu îmi mai simt limba . Nu pot să respir ! ”  ",Frica
1633,"  Nu isi ia nimeni nici o muie înapoi tot a voastră rămâne .   Câțiva ametiti ignoranți s- au întors în țară restul stiu ca nu trebuie sa călătorească . PSD rămâne tot un partid de hoti , de care ne chinuim sa scăpăm mai rau ca",Furie
1634,Cum arată viața de când a dispărut din televiziune : „ Regret că n- am fost mai ponderată ” ...,Tristete
1635,faptul că doar prietenele mele înțeleg această glumă e cam trist,Tristete
1636,1.Noteaza pe o foaie toate lucrurile frumoase din viata ta 2.Intinde -te pe iarba si citeste 3.Reia activitatea preferata din copilarie macar pentru o ora 4.Scrie o scrisoare de la   tine pentru 10 ani ... povesteste tot ce ti se intampla si peste 10 ani o vei citi,Bucurie
1637,"Dacă tot stauacasa am zis să pun o imagine din preajma apusului în fiecare zi .   Astfel , îmi exersez pasiunea pentru fotografie și îmi doresc să inspir liniște și recunoștință .   Voi pune câte una din același loc .   Să fie cu optimism și culori pentru viață …",Bucurie
1638,Tragedie în Belgia : Un român și- a pierdut viața după ce a căzut de la 12 metri în timp ce muncea   via,Tristete
1639,PLÂNG PLÂNG TACI,Tristete
1640,"Liviu , în RELATĂRI DESPRE EGO , JUBILARE ȘI PRIMITIVISM : Dacă îți setezi cugetul să funcționeze după vibrația inimii , poți învinge individul și așa te vei trezi , așa îți vei da seama cine ești , ce , de ce și ca toți cei treziți , vei dori pace .",Bucurie
1641,Un atentat terorist sângeros a avut loc în urma cu puţin timp . Cel puţin cinci au murit -,Frica
1642,"Am descoperit săptămâna asta un interviu cu ( de care nu auzisem până acum ) în lui . E o desfătare pentru minte și suflet să ascult discuția asta , în trafic spre-dinspre birou . Superb ! 👏   ",Bucurie
1643,Everton mai face un pas greșit și începe să se contureze încă un sezon mediocru pentru o echipă cu mari ambiții . Palace și- a făcut treaba și dat lovitura pe final pentru un punct cu care ajung la 38 .   📈 Note : 6.3 - 6.1 ( pauză : 4.7 - 4.5 ) MOTM : Guaita 🗑 Petarda : Keane,Neutru
1644,", semnal de alarmă privind medicamentele anti-COVID . Află despre ce este   vorba !",Frica
1645,"💥 💯 💯 Când ? 19 iunie , ora 19.00-20.30 , ( online prin skype , pe un grup special creat pentru acest eveniment . Locuri disponibile ? Numărul de ascultători este limitat la 10 , pentru a putea fiecare dintre cei prezenţi să …",Neutru
1646,"  Multumim , vacanță frumoasă vă doresc cu vreme caldă și momente plăcută alături de cei dragi să aveți !    Weekend minunat !",Bucurie
1647,Noi preferam Craciunul plin de culoare se veselie ! Tu ?   christams christmastree joinus,Bucurie
1648,"  Am observat ... din câți am prin zona , doar vreo trei mai țin la ideea sa ducă o viața normala , restul s- au încuiat benevol . Au rezistat mult , dar pana la urma i- a doborât frica . Aștept sa se uzeze frica sa își revină încet , ca",Tristete
1649,Alegerea și testarea ceaiurilor și infuziilor a devenit o adevărată delectare atât pentru cunoscători cât și pentru cei ce descoperă pentru prima dată beneficiile unui ceai de calitate de pe,Bucurie
1650,"  Dacă vesel se trăiește , bate-așa ... pampam",Bucurie
1651,Loc de munca- : Regiune Centre ( 1h de Paris )   Contact- 0040744109480,Neutru
1652,"80 de ani de teroare rusească în Basarabia – 28 iunie 1940 , zi de doliu național   !",Frica
1653,Rude plătite ca să spună că virusul ucide . Ministru : și   ofensă,Furie
1654,Lol .. la cati bani produci .. tot cu trenul .. tot cu trenul?! 🤦 ‍ ♂ ️ .. nasol sa ai peste 😏,Tristete
1655,: ‘ Am fost încântat să călătoresc pentru două zile în acele părți ale Ro unde secuii și- au întemeiat casele cu secole în urmă . Aceștia au sosit în Europa ( ... ) și -au păstrat identitatea proprie mai bine de 800 de ani .   VisitRomania,Bucurie
1656,"125 de ( 9-V-1895 Lancrăm , Alba , România/6-V-1961 Cluj , Republica Populară Română ):    Melancolie   Un răzleţ îşi şterge lacrimile reci pe geamuri . Plouă . Tristeţi nedesluşite -mi vin , dar toată durerea , ce- o simt n- o simt în mine , în inimă ,",Tristete
1657,", o locatie perfecta   de relaxare   pe malul Dunării  ",Neutru
1658,Se vede de la o poştă că e o manevră pentru a se victimiza şi pentru a mai lua ceva voturi ! Dar şi pentru ca lumea să se convingă că e nasol cu virusul ăsta . Mai trebuie să intre şi Werner în carantină şi Carnavalul e compl,Tristete
1659,Daca nu ne Impartasim pana se inchide lumea atunci ne vom indraci . Chiar acum totul e in proces intens de indracire . Lipsa de slujbe si moaste e demonizare .   Game over pas cu pas spre sfarsitul lumii,Furie
1660,Eu sunt de fapt mai îngrijorat de partea cu interzisul reacțiunii .,Frica
1661,"  Azi a venit postasul , nerabdatoare s- o citesc . Editia este in spaniola pentru a beneficia si sotul meu de lectura . Cand aveti drum la Madrid si un pic de timp liber , dati -mi de veste , va putem oferi o "" delectare intelectuala""cu exemplare literare ,",Bucurie
1662,"Plus va mulțumesc tuturor fluturașilor mei că am făcut 1k într- o lună :))) ) Daca facem până de Paști 1,1k o sa aveti o surpriza :))) ) ) ) Cu ,                Fluturica voastra",Bucurie
1663,"  o ia pe scurtatura deci , , lașitate",Frica
1664,"Panică într- un bloc din Vaslui , în urma unui incendiu . 17 au fost evacuate , trei dintre acestea ajungând la   spital  ",Frica
1665,“ Aceasta muzica nestemata care nu poate fi ascultata ” . M- am delectat a doua oara dupa ce i- am auzit in direct de dimineata 👍 👍 👍 🤣 🤣 🤣,Bucurie
1666,"Muiști m- au băgat în depresie doamne ... anxietate atacuri de panică am numai toane eram o floare colorată , n- am petale .....",Furie
1667,"  Din nefericire pentru multi sarbatorile sunt un de stres si un loc de refulare a frustrarilor din decursul unui an intreg . ☹ ️ Plus de asta la noi se practica aruncatul cu reprosuri , care in principiu sunt doar inchipuiri de ce",Tristete
1668,"Incident de groază , surprins chiar la intrarea unui pasaj subteran din capitală -",Frica
1669,sunt ametita in draci si tremur dar o sa ma fac cu epilatorul si pe maini ? NORMAL 🕯 ️,Frica
1670,Câți oameni cu optimism debordant avem aici 😂 😂 😂,Bucurie
1671,"   eu inteleg . dar nu este in puterea mea sa te iert . sunt care au pierdut si mai apropiati . stiu ca este expresia asta "" facem haz de necaz "" , dar cu o boala asa serioasa nu ar trebui sa faci : //",Tristete
1672,"  Te urmăresc de ceva timp , si nu numai aici ☺ , esti superbă , pentru mine esti o încântare , mulțumesc",Bucurie
1673,"Psiho-dieta , dieta cu ajutorul minții , acum pe Digi .   dacă ești interesat de ceva SF.",Neutru
1674,"  Aia -i , că fuge de dovezi ca dracu ' de tămâie . Cea mai mare frustrare a românului e aia când trebuie să recunoască că și- a luat muie , că parcă am inventat noi țeapa și ne e frică să nu ne fure alții ideea",Furie
1675,"Europa Plus : Rusia a pus -o pe lista de urmăriți pe lidera opoziției din Belarus ,",Neutru
1676,În urmă cu câteva zile mi- a ajuns coletul de la femmeluxefinery iar acum pregătesc articolul cu produsele primite . Sunt tare încântată de ele și de avea aștept să le vedeți și voi .   Voi ați cumpărat haine în perioada …,Bucurie
1677,"Mi- a fost distrusa viata , munca , familia ! Din 2012 supravegherea insotita de batjocura a noastra a fost continua . Sunt practici mizere de procuratura stalinista , cu "" IDIOTI SI IDIOATE UTILE "" , folosite pt a incerca intimidare , enervare , manipulare ... Tehnicile criminale cunoscute .",Frica
1678,"Am ajuns efectiv batjocura unor boarfe de bloc , ale unor , tiganci si nebuni .   Din 2012 , viata mea a devenit un cosmar , o spaima si o tortura continua din 2017 . Nu am crezut niciodata sa ajung unor asemenea nenorociti si nenorocite .",Frica
1679,"Pentru mine , marea este mai mult decât o afecțiune stabilă ... este dragoste , genul care nu pot trăi fără ea și îmi place la Nebunie ... Acest lucru se aplică autocertificării ?",Bucurie
1680,De ce m- o enervat rau faza asta ajutor-,Furie
1681,De ce nu iese in strada Horeca ? De spaima !,Frica
1682,Care e restaurantul tău preferat ? Unde se află ? — N- am mai fost la restaurant de ceva vreme,Neutru
1683,", agresat grav și terorizat în prima zi din   2021 !",Furie
1684,"EXCLUSIV , îndurerat după moartea lui . Ce amintiri prețioase are cu starul argentinian , din ’ 94",Tristete
1685,Nazistul JeghanniSS se declară îndurerat de tragedia de la Piatra Neamț . De fapt e îndurerat că nu poate da vina pe Pe- Se- De !,Tristete
1686,"  Numai porumbeii scot ăștia pe gură ... toți unul și unul , și în trecut și în prezent și mi- e teamă ca și în viitor ...   Le- a pierit la toți râsul ... și speranța",Frica
1687,"  Numai cine a trăit sentimentul ăsta poate înțelege cu adevărat ! Era simpatic foc ! 🤗 Gândește -te că a mers spre o lume mai bună și va veghea mereu asupra ta , căci asta face cel mai bun !",Bucurie
1688,coaie cand iti fut una te zbor la ma-ta înapoi in pizda,Furie
1689,"   Se va muri direct , fără depistare . Nu avem teste , sunt infectati . Dumnezeu cu mila .",Tristete
1690,"Cam toate gafele peneliste se trag de la disperarea sugativei . Sugativa liberală secătuită de așteptare zadarnică n- a mai rezistat și s- a băgat în mare pripă la guvernare destrăbălată , nestăpânită , înfometată , ahtiată , uscată până în măduva oaselor",Furie
1691,"niciodată nu va voi simți bine într- un loc unde mi se repeta într- una cât de închisă is și cât de timida , poate dacă nu și- ar mai bate atâta joc de mine as putea vorbi și eu cu",Frica
1692,", se repeta , cine e revoltat , cine plateste ? !   Nimeni ?   Cu siguranta ca da , popor anesteziat !",Furie
1693,Fior pe şira spinării în ultimele secunde ...,Frica
1694,"Este trist și , nu contează ce rasă sau etnie este , ce au făcut sau vroiau să facă . Faptul este că cineva a aruncat asupra unei rase umane și mai ales cu un obiect , merita sa stea închis intr- o grota pe viața și tăiate toate drepturile dobândite .",Tristete
1695,Hagi „ tremură “ pentru al doilea an la rând : În ce a ajuns echipa lui şi ce spun cifrele - Adevărul,Frica
1696,"  Nu este puternic să fii imun la durere ... Dar merge mai departe , în ciuda simțirii ... Nu te descuraja .",Tristete
1697,vine în 2021 și va fi cel mai ieftin smartphone 5G al companiei sud-coreene,Neutru
1698,"Referitor la acțiunile de colectare a deșeurilor vegetale . 🍂 🍁   Ținând cont de întrebările și solicitările sucevenilor privind ridicarea deșeurilor vegetale , ,   reamintește faptul că Primăria Suceava ...  ",Neutru
1699,""" Trebuie să vorbim "" îmi dă mai multă anxietate decât orice altceva ...",Frica
1700,"  Imi pare rău , cea mai mare durere pentru o mamă 😔 😔 😔 😪",Tristete
1701,"Deci am pierdut de tot firul la fizica anul asta , sa ma fut in ea de scoala online",Furie
1702,"   Probabil . Nu știu exact cum e în fotbal , am auzit de șpăgi la să -ți bage plodul în echipă . Fie -mea face ( alt ) sport de performanță și știu ce jale este în ramură ei sportivă .",Tristete
1703,Era tare bucuros de cum miroasă mâna de la mentă . 😁,Bucurie
1704,", de nestăpânit . Milionarul a furat date secrete despre familia și a lui din arhiva MAI . În plus , a participat la o intervenție deghizat în polițist ...",Furie
1705,"După acest atac terorist ucigaș fără precedent împotriva umanității , apar tot felul de filmulețe care încearcă să ne amorțească vigilență și furia prin frică și distragerea atenției că suntem duși la un abator gândit de minți criminale .",Frica
1706,"Un concept de definiție citat din serial :    “ Universul e determinist . E lipsit de Dumnezeu , neutru , definit doar de legile fizicii . Pietricica se rostogolește fiindcă a fost aruncată . Omul mănâncă de foame . Efectul e întodeauna rezultatul care -l precedă .",Neutru
1707,"Un cu carte ştie mai puţin decât crede un ţăran fără carte . Mândria scade ştiinţa lui . Este mai de preţ purtarea cea bună , decât multa ştiinţă Omul cu carte , îmbrăcat în haine de puşcăriaş , stârneşte scârba , dar pușcăriașul fără carte stârneşte mila-&gt ;  ",Tristete
1708,Deci Țarul e îngrijorat .,Frica
1709,"O samă de prieteni geniali , simpatici și ingenioși ! ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️",Bucurie
1710,"  stimată doamnă nu vă meritați nicidecum rădăcinile românești . Păcat , ca ne înjosiți mai rău decât suntem , și MARE PĂCAT , că nu ați fost așa de pornită când se luau de SimonaHalep . Asta da iubire de popor ! Vă mulțum",Furie
1711,Crimă oribilă la Ocnița . Un de 20 de ani și- a ucis consăteanul cu mai multe lovituri de cuțit -,Frica
1712,Misiune spectaculoasă : o navă NASA va coborî pe un asteroid pentru a lua   probe,Neutru
1713,"” Frații dinamită ” , spaima Vasluiului : un mort , doi , 5 interlopi la pușcărie ...",Frica
1714,a fost amendată în trafic de un care nu purta mască   news stiri romania,Furie
1715,Ai mâncat ?,Neutru
1716,- Şapte morţi în incendiul de la Institutul Matei Balş . Un alt a murit la două zile după tragedie -,Tristete
1717,"  Si inca ceva : vb de agresivitate 🤣 ti- am mai zis ca la tine e ceva psihologic . Nu vrei sa accepti ca greseli de genul comentariului meu , in care tastatura a luat -o razna sunt NORMALE.Suntem , si culmea , pe graba ... si nu , nu am un cont",Furie
1718,"HiPOD 13.02.2020 : Rămășițe de impact expuse , ale craterului Medrissa   număr :   ESP_051827_1985 data : 16 august 2017 altitudine : 279 km   NASA/JPL/UArizona   NASA Romanian Romania astronomie",Neutru
1719,Mulțumesc frumos . Make it so .,Bucurie
1720,"Iată cum este hăituită primăriei Stănilești , de către Zaharia ! Mărturie revoltătoare a femeii !   abuz în serviciu , comuna Stănilești , intimidare , Local , Politic , , proces paternitate ,",Frica
1721,"Aș vrea să fiu ...   o floare în mâinile tale ,   un zâmbet pe buzele tale ,   o rază de lună ,   care îți spune seara   noapte bună ... ❤ ️ ❤ ️",Bucurie
1722,"Curva blondă mai are tupeu să apară pe sticlă la conferință de presă ... Du -te acasă cu autobuzul cer ne agresează cu mesajul sublim Primăria Voluntari ! ! penală cu firmele tale din primărie prin cate ai supt zeci de milioane ... Nu vei scăpa , precum curvă Bica ! ! !",Furie
