text,Ad1,Ad2,Ad3,sum_labels,agreed_labels,percentual_labels,labels_numbers
"Cel mai bun exemplu este aici, sunt niște care bântuie pe aici, dar milă îmi este de familiile lor. Vai ce viață or avea, zi de zi...","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0, 0]",[1]
La noi cel care a facut <|PROPN|> este MARELE <|PROPN|>: J O H A N N I S si slugoiul fost șomer <|PROPN|> doritorii de putere. Mi e lehamite de cei care i au votat pe acesti raufacatori <|PROPN|> si gasca lor de <|PROPN|> c,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
O zi de extaz iubire,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0.33, 0, 0.66]",[7]
"Joe Biden: ” Suntem în război cu virusul, nu între noi. Ne- a divizat, ne- a înfuriat, ne- a învrăjbit unul împotriva celuilalt ” <|PROPN|> stiri <|PROPN|> ","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0.33, 0.66, 0.33, 0]",[5]
A murit <|PROPN|> . Legătura dintre cântărețul de muzică populară și <|PROPN|>   <|PROPN|> ,"[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[0.66, 0, 0, 0, 0.66, 0, 0]","[1, 5]"
De ce nu iese in strada <|PROPN|> ? De spaima!,"[1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[2, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0.33, 0.33, 0, 0, 0]",[1]
Groaznic ce s- a întâmplat la spitalul din <|PROPN|> . După tragedia Colectiv și <|PROPN|> - seara aceasta trebuia să fie cel mult un scenariu pentru a pune la punct proceduri. Din păcate e real- din nou.,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0]","[3, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0.33, 0.33, 0, 0, 0]",[1]
"°Sunt extravaganti si de cele mai multe ori ii gasiti petrecand <|PROPN|>.🐞 °Pot deveni agitati, incapatanati, irascibili, agresivi, impulsivi, repeziti si foarte nerabdatori.🐞 °Are tendinta de a fi foarte protector atat cu sine cat si cu cei din jur.🐞","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"Plimbarile de toamna vor fi mult mai placute atunci <|PROPN|> puiul tau va imbraca acest body helanca, 💜 <|PROPN|>, imprimat cu un deosebit <|PROPN|>, ce il va binedispune pe 👶 bebe la fiecare purtare: <|URL|> …","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
O zi de marți plină de optimism și împliniri frumoase! ☕ 🌞 ☘,"[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 2, 3]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0.66, 1]","[6, 7]"
"Doamne coae cum injura unii fara motiv, nu inteleg ce boala au toti astia🤣","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 2, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0, 0.33, 0, 0]",[2]
"Legea privind terenul de la <|PROPN|> , retrimisă de în Parlament","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
Kaufland România: Depozitul logistic <|PROPN|> din <|PROPN|> este complet sigur și toți angajații prezenți la serviciu sunt sănătoși,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0.33, 0.66, 0]",[6]
"Astăzi este despre cel mai mic, iubit, dulce, vesel... 😍 coleg! La mulți ani, îngerașule!!! 🎂 🎂 🎂 Să crești mare, și să ne bucuri mereu cu zâmbetul tău duuuulce! 😍 😍 😍 😍 ✅ tricouri personalizate pentru găsești aici <|PROPN|> tricouricopii","[0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0.33, 0, 0, 0.33, 0, 0.66]",[7]
"Chicu, la Ministerul Agriculturii: „În domeniul mediului am ajuns la un dezastru”","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0, 0, 0, 0.66, 0, 0]",[5]
"Noi restricții în <|PROPN|> , de teama tulpinei COVID-19 descoperită în Marea <|PROPN|> <|PROPN|> stiri <|PROPN|> ","[0, 0, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0]","[0, 1, 2, 0, 2, 0, 0]","[0, 0, 1, 0, 1, 0, 0]","[0, 0.33, 0.66, 0, 0.66, 0, 0]","[3, 5]"
Izolare euforică pentru un milionar din <|PROPN|> ! Se presupune că a inhalat gaz ilariant dintr- un balon,"[1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[0.66, 0.66, 0, 0, 0, 0, 0]","[1, 2]"
Bună dimineața <|PROPN|> ! Duminică perfectă îți doresc!,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
Nu te mânia pe cei răi și nu te uita cu jind la cei ce fac răul; Psalmul 37:1,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0, 0.33]",[5]
Stupoare pentru cei cu mașini diesel! Veste fabuloasă pentru milioane de oameni,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 2, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0, 0.33, 0, 0.33]",[2]
"OMS spune că ţările ar putea fi obligate să revină la „închiderea totală”, <|PROPN|> încearcă să provoace foamete globală iar nu un tratament pentru COVID","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 2, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 0.66, 0, 0, 0, 0]",[3]
"Analiză de impact: Un proiect de lege care poate genera pierderi de 9,3 miliarde euro va fi discutat azi în Guvern","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0, 0]",[5]
"Dar sunt frumosi. Bine hraniti. <|PROPN|> . Cu un acces fabulos la informatie. Lipsa valorilor vine insa de la noi, cei care trebuie sa ii educam <|PROPN|> sa le dam acele valori pe care ei, ulterior, sa construias","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0.33, 0, 0, 0, 0, 0.66, 0]",[6]
Îndrăgostiții de propria   nefericire,"[1, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[2, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0.33, 0.33]",[1]
VIDEO- Imagini cu o ursoaică înfometată care intră în cortul unor turiști din Munții <|PROPN|> ,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 2, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0, 0.33, 0, 0]",[2]
"Eu îmi petrec o parte din timpul liber între trei filme “ parola te iubesc, luna plină și cel mai mult erkenci <|PROPN|> “ am pierdut șirul de câte ori le am revăzut! La Pasarea matinala știu replicile! Ne ați adus de la agonie la","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0.33]",[5]
Si eu m-am mirat ca încă mai sunt oameni care fac asta!,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",[2]
Bună dimineața tuturor! Vineri fericite! Să începem această zi într- un mod incredibil. Treceți la zvâcnire la ora 7:00 EST și urmăriți cu mine. Cel mai bun flux de pe <|PROPN|> . Vino să obții aceste vibrații incredibile de la tata! <|PROPN|> ,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
"Dincolo de (lipsa) explicatii(lor),pe mine ma irita/infurie lipsa reactiilor fata de inconstienta autoritatilor medicale,in frunte cu <|PROPN|>,care,la inceputul panemiei,nu au recomandat cu tarie obligativitatea purtarii mastii😡","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 2, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0.33, 0.66, 0, 0, 0]",[4]
"Guvernul greșește: nu sînt mulți cei care nu cred în existența lui SARS-CoV2; sînt mulți cei care nu mai cred în cele le spune <|PROPN|> ernul despre SARS-CoV2. Cînd <|PROPN|> va înțelege asta, va înceta cu tîmpenia ”propagandei dirijate” care face poporul neîncrezător și va găsi soluțiile.","[0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0.33, 0, 0, 0, 0.66, 0]",[6]
"📷 <|PROPN|> Ieri am facut un desen despre zilele in care inima e grea precum si neagra ca durerea ce o ineaca si materia intunecata curge prin vene iar gandurile noastre ne dau aripi dar nu aripi de visare ci aripi negre, de...","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0.33, 0, 0]",[1]
"A mai observat careva ca <|PROPN|> semianalfabetii care le scriu in ultima vreme mesajele de campanie diversilor penibili din politica, sufera grav de mania semnelor de exclamare dupa fiecare elucubratie <|PROPN|>?! ....!!!!....!!!!....!!!!","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0.33, 0, 0.66, 0.33, 0, 0]",[4]
", euforic după succesul din <|PROPN|> . ” Echipa a făcut diferența! ” Ce spune despre un posibil transfer","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0, 0.33]",[5]
"Nu stiu de ce dar parca de <|PROPN|> nu mai stau cu nimeni din ro de la fortnite ma <|PROPN|> mt mult mai chill <|PROPN|> mai confident pe mine,de ce? wtf? cineva cu un raspuns bun?:))","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 3, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0.33]",[6]
Penelope Cruz despre trădare și onestitate,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
Doliu în lumea sportului cu motor! Pilotul <|PROPN|> a decedat pe circuitul din <|PROPN|> di...-,"[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[0.66, 0, 0, 0, 0.66, 0, 0]","[1, 5]"
"Așa te vreau <|PROPN|> ️ semifinalista noastră dragă, frumoasa, scumpă, dulce, gingașă, adorabila, minunata, superbă, specială, deosebita. Doamne dulce ești Simo. Ai un zambet minunat, frumos, adorabil. T","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 2, 3]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0.66, 1]","[6, 7]"
Bravo tovarașa! Va fi un sudor de nădejde al socialismului,"[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0.33, 0.33, 0.66]",[7]
Ba da voi chiar sunteți nesimțiți dc mi-ați șters contul de <|PROPN|> 🤬 daca eu nu postez prostii ce se întâmplă mi sa spart contul de <|PROPN|> social voi mil ștergeți in loc sa mă ajutați să îl recuperez,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
"Soarele zâmbește și e fericit Îi e drag și lui că ne- am întâlnit Îi zâmbesc și eu și- i zic să mai stea Să vină și mâine la portița mea ❗ la, <|PROPN|> , <|PROPN|> ","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
"Căci Eu știu gândurile pe care le am cu privire la voi’, zice Domnul, ‘gânduri de pace, și nu de nenorocire, ca să vă dau un viitor și o nădejde. Ieremia 29:11 <|PROPN|> ","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]",[6]
"Igiena personală nu se demodează! Spălatul pe mâini pare cel mai banal demers de igienă, însă numai 5% dintre oameni îşi spală întotdeauna mâinile în mod corect. Citiţi mai mult despre spălarea corectă a mâinilor aici: <|URL|> ","[0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0.33, 0, 0, 0, 0.66, 0]",[6]
Uimitor! Pe cine îi vor avea vecini <|PROPN|> şi <|PROPN|> -,"[0, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0.33, 0, 0]",[2]
", indignat, după ce mai multe gherete au fost instalate ilegal ( VIDEO )","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 0, 0]","[1, 1, 0, 1, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0.33, 0, 0.33, 0.66, 0, 0]",[5]
Un necaz nu vine niciodată singur... Exact de o asemenea dramă mai avea nevoie <|PROPN|> ... Cuvintele sunt foarte greu de găsit... Un incendiu a izbucnit la secția de Terapie Intensivă a Spitalului Județean de Urgență din Piatra <|PROPN|> . Sunt solidar cu familiile îndurerate...,"[1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 2, 1, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[1, 0.66, 0.33, 0.33, 0, 0, 0]","[1, 2]"
", cu ochii în lacrimi. “ Nu i- am ajutat cum ar fi trebuit! ” Care este marele regret al artistului...","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"Presa din <|PROPN|> scrie despre fenomenul care a lasat inclusiv <|PROPN|> fara medici: In criza <|PROPN|>, ne putem pregati de razboi!","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 2, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0.66, 0, 0.33, 0, 0]",[3]
"Nici macar nu mai știu arata sincer, dar tin minte ca avea un zâmbet foarte frumos","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0, 0.33]",[5]
O zi minunată plină de soare în suflet îți doresc iubita. #MrWrong #CanYaman #ÖzgeGürel #PRODUAwards2020,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0.33, 0, 0, 0, 0.33, 1]",[7]
nu mai are argumente: atac furibund la adresa Avocatului   Poporului!,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
"Ba coaie, aia pe care o zic <|PROPN|> mi tai ca sa ti spun cine esti "" Daca is depresivi, lasa i depresivi. Schimba cercul social in vibe ul pe care l ai. Cu stima,.","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0.33, 0.66, 0, 0]",[5]
Calea <|PROPN|>: <|PROPN|> Mare cu Descoperirea <|PROPN|> prin,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",[2]
Gest halucinant. Un preot a decapitat un om cu toporul ca sacrificiu pentru a pune capăt pandemiei-,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 3, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0.33, 1, 0.33, 0, 0, 0]",[3]
"Vă oferim spre vânzare la un preț corect un birou format din sală de așteptare/chicinetă cu aparat de cafea, birou și toaletă în incinta unei clădiri în imediata apropiere a Teatrului de Stat <|PROPN|>. <|URL|> …","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
Israel / <|PROPN|> : Un studiu alarmist preconizează o închidere generală,"[0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 2, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0.33, 0.66, 0, 0.33, 0, 0]",[3]
"Stau prost cu timpul, dar incerc sa te sprijin si, sigur, sa vin.","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
Mulțumesc frumos draga! ❤ ️,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
Imagini dezolante aufost surprinse sâmbătă dimineaţa în Parcul <|PROPN|> din centrul municipiului <|PROPN|> . Cetăţenii care au ieşit în parc în prima zidupă relaxarea măsurilor desiguranţă socială aulăsat în urma lor omizerie de nedescris. Si farmaciile <|PROPN|> nu mai aveau masti!,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 1, 2, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0.33, 0.66, 0, 0, 0, 0]",[3]
"Mallul e arhiplin, clientele sunt toată gama. De la Pissy cu tocuri de 16 la musulmane cărora nu le vezi nici ochii. E fascinant. De <|PROPN|>, pe Rit vechi, în cartierul <|PROPN|>, în toate balcoanele erau brazi împodobiți","[0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[1, 3, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.33, 1, 0, 0, 0, 0, 0]",[2]
nu vreau sa par din aia da îmi urăsc unii colegi 😔,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0, 0, 1, 0, 0, 0]",[4]
"Cred ca singurul meu regret din carantina este ca nu am fost productiv, altfel!","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"Bogdan Mocanu, hotarat sa-si recucereasca fosta iubita.","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 2, 3, 0]","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0.66, 1, 0]","[5, 6]"
"Facebook Gaming este propriul serviciu de streaming de jocuri al companiei. <|PROPN|>, nu se doreste a fi un rival de temut pentru <|PROPN|>, <|PROPN|> sau <|PROPN|> in aceasta zona. Serviciul proprietar <|PROPN|> este destinat jocurilor gratuite. <|PROPN|> FacebookGa","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
( P ) Ce trebuie să știi despre mâncarea raw vegan,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
"Ce pensie primeste de la statul român. Suma de bani este foarte mare <|PROPN|> , pulă securistă, te- ai tâmpit de tot? Un jeg de procuror, o cutră de, sau un bou galonat ridică pensii mult mai mari și n- au făcut dă","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
"In ciuda refuzului Maresalului <|PROPN|>, la 23 august 1944 Regele a hotarat trecerea <|PROPN|> alaturi de aliatii sai traditionali. Acest act de curaj a scurtat razboiul cu 6 luni si a crutat vietile a sute de mii de oameni.","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0.33, 0.66, 0.33, 0]",[5]
